date,Open,High,Low,Values,Adj Close,Volume
09-01-2023,211.3500061,213.6999969,209.8500061,210.9499969,210.9499969,1088680
10-01-2023,210.9499969,211.8000031,206.6499939,208.5500031,208.5500031,1010820
11-01-2023,209.3999939,210.8999939,208,209.8000031,209.8000031,760570
12-01-2023,209.6000061,211.4499969,207.1499939,208.3999939,208.3999939,908648
13-01-2023,209.1000061,212.6999969,206.8500061,211.6499939,211.6499939,1589521
16-01-2023,212.6499939,215.6999969,211,215.1499939,215.1499939,2030334
17-01-2023,216.1999969,216.5500031,208,211.3000031,211.3000031,5822305
18-01-2023,201.8999939,205.6000061,196.1999969,203.3000031,203.3000031,7733754
19-01-2023,202.8999939,203.9499969,199.5,199.9499969,199.9499969,2319512
20-01-2023,199.9499969,203.1999969,196.3000031,201.75,201.75,2098415
23-01-2023,202.6999969,207,200.75,204.9499969,204.9499969,2510163
24-01-2023,205,212,204.5500031,211.4499969,211.4499969,3774667
25-01-2023,210,212,199,200.1999969,200.1999969,4072883
27-01-2023,200.8000031,202.3000031,186.6999969,190.1000061,190.1000061,4106109
30-01-2023,192,195.8999939,187.1499939,189.1999969,189.1999969,3290271
31-01-2023,190.8999939,197.1000061,187.8500061,196.3000031,196.3000031,4460837
01-02-2023,196.9499969,203.3500061,192.1000061,195.75,195.75,3211318
02-02-2023,194,197.5500031,190.5500031,191.8999939,191.8999939,2991381
03-02-2023,192.25,194.3500061,186.5,189.9499969,189.9499969,2057413
06-02-2023,189.8000031,192.6499939,189,190.8000031,190.8000031,2446673
07-02-2023,191,191.5500031,188,189.3000031,189.3000031,2512920
08-02-2023,189.8500061,195,185.6499939,193.75,193.75,2508416
09-02-2023,193.5,197.8999939,190.4499969,196.8000031,196.8000031,3192510
10-02-2023,196.5,206.4499969,194.6999969,204.1999969,204.1999969,4557692
13-02-2023,204,205.8999939,201.3000031,204.75,204.75,2732475
14-02-2023,205.6999969,207.75,202,202.6000061,202.6000061,2189647
15-02-2023,201.1000061,204.4499969,201.0500031,203.6000061,203.6000061,1326636
16-02-2023,203.1000061,205.5500031,202.1000061,204.3999939,204.3999939,1689694
17-02-2023,203.8999939,205.5,201.3500061,202.8000031,202.8000031,1137922
20-02-2023,203.5,203.75,195.6000061,196.1000061,196.1000061,3613228
21-02-2023,197,198.1499939,191.5500031,192.3500061,192.3500061,2102653
22-02-2023,192,193.9499969,188,189.0500031,189.0500031,1643064
23-02-2023,190,190.1999969,183,187,187,3224670
24-02-2023,187.9499969,188.6999969,183,183.8999939,183.8999939,1656269
27-02-2023,183.8999939,184,179.6499939,181.6499939,181.6499939,1696533
28-02-2023,182,188.3999939,181.3000031,187.8000031,187.8000031,2579734
01-03-2023,188,197.1999969,186.5,196.1000061,196.1000061,3789390
02-03-2023,194.9499969,199.1999969,194.3000031,196.1999969,196.1999969,2248032
03-03-2023,197,198.8999939,196.6999969,197.5,197.5,1685550
06-03-2023,197.9499969,202.3000031,197.3999939,197.75,197.75,1845536
08-03-2023,195.5,200.1999969,193.3500061,199.8000031,199.8000031,1955215
09-03-2023,199,205.4499969,198.5500031,203.25,203.25,5098306
10-03-2023,201.8500061,201.8500061,193.25,195.3500061,195.3500061,2649223
13-03-2023,194.3500061,196.3500061,187,188,188,1521563
14-03-2023,188.25,190.8000031,185,189.9499969,189.9499969,2021999
15-03-2023,191.5,193,186.8999939,187.75,187.75,1382464
16-03-2023,187.75,194.3000031,184.5,192.5,192.5,2589069
17-03-2023,193.5,200.8500061,193.1000061,198.8999939,198.8999939,3610010
20-03-2023,196.5,200.3999939,192.1999969,194.5,194.5,1962327
21-03-2023,196,196.8000031,192.3500061,195.9499969,195.9499969,1586948
22-03-2023,196.1999969,197.9499969,192.6000061,193.3000031,193.3000031,1106780
23-03-2023,192.8000031,193.75,188.1999969,189,189,2038109
24-03-2023,188,190.9499969,184,185.3500061,185.3500061,1973776
27-03-2023,185.9499969,187.6499939,181,181.6999969,181.6999969,1701336
28-03-2023,182.6499939,182.6499939,175,175.6999969,175.6999969,2809780
29-03-2023,175.6999969,178.5,173.6999969,177.75,177.75,2378343
31-03-2023,178.6499939,183.3500061,178.5500031,180.6999969,180.6999969,2353282
03-04-2023,182,188.3999939,181.8999939,187.75,187.75,2678945
05-04-2023,188.1499939,192,186.5500031,190.6499939,190.6499939,2013986
06-04-2023,190.9499969,192.5,189,191.3999939,191.3999939,1621739
10-04-2023,192.0500031,195.3999939,190.9499969,194.8500061,194.8500061,3427505
11-04-2023,193.6499939,196.0500031,187.25,189,189,5630610
12-04-2023,187.3000031,192.5,187.3000031,190.6000061,190.6000061,7470672
13-04-2023,189.25,191.25,188.5,190.25,190.25,1630025
17-04-2023,190.25,192.8999939,190.0500031,191.3500061,191.3500061,1499538
18-04-2023,191.8000031,193.6999969,191.5500031,193.3000031,193.3000031,1902576
19-04-2023,193.4499969,193.5500031,190.0500031,190.5500031,190.5500031,1316088
20-04-2023,190.6999969,196.9499969,190,193.3999939,193.3999939,4280522
21-04-2023,193,195.8999939,192.5500031,194.75,194.75,1652573
24-04-2023,195,199.75,194.8999939,196.8999939,196.8999939,3218964
25-04-2023,197.1499939,202.3999939,197.1499939,198.6999969,198.6999969,3287191
26-04-2023,198.3500061,201.1999969,198.1999969,199.8000031,199.8000031,1620540
27-04-2023,199.75,201,196.8999939,197.8999939,197.8999939,1235502
28-04-2023,199.3999939,205.25,199,204.6999969,204.6999969,3678875
02-05-2023,205,210.3500061,204.6999969,209.3000031,209.3000031,2999652
03-05-2023,208.3999939,214,207.1499939,211.75,211.75,2749449
04-05-2023,211.4499969,214.1000061,211,213.6499939,213.6499939,1331714
05-05-2023,211.75,214.5500031,208.8000031,211.1999969,211.1999969,1990729
08-05-2023,211.1999969,214,210,212.75,212.75,1176042
09-05-2023,213,214,206,206.9499969,206.9499969,4440868
10-05-2023,206.5500031,208.4499969,204,205.1000061,205.1000061,806583
11-05-2023,205.1000061,212.1000061,205.1000061,210.6000061,210.6000061,2540781
12-05-2023,211.0500031,220,210.6999969,217.6999969,217.6999969,7242556
15-05-2023,219,225,217,223.9499969,223.9499969,4619171
16-05-2023,224.9499969,230.4499969,223.0500031,227,227,3963511
17-05-2023,227.8000031,229.75,221.6999969,226.1999969,226.1999969,2096869
18-05-2023,227,227.5,219.4499969,222.0500031,222.0500031,1678665
19-05-2023,222.0500031,222.6999969,217,219.3000031,219.3000031,1450043
22-05-2023,219.3000031,223.6999969,217,222.1999969,222.1999969,1280846
23-05-2023,224.5,237.5,220.5500031,235.8500061,235.8500061,11988143
24-05-2023,234.0500031,236.4499969,232.1499939,233.6499939,233.6499939,3120872
25-05-2023,233.6499939,240.4499969,232.8000031,236.8000031,236.8000031,6513837
26-05-2023,237.5,244.8000031,235.0500031,236,236,5142918
29-05-2023,237.8000031,242,233.9499969,240.5,240.5,4434804
30-05-2023,241,244,239.6499939,241.0500031,241.0500031,3172859
31-05-2023,239.8999939,243,236.1000061,242.6000061,242.6000061,2344769
01-06-2023,243,244.8999939,241.1499939,242.0500031,242.0500031,1358763
02-06-2023,243.0500031,248.0500031,240.0500031,241.8999939,241.8999939,3033525
05-06-2023,243.1499939,245.5500031,236.1499939,238.1000061,238.1000061,1486675
06-06-2023,238.0500031,238.6000061,233.8000031,236.5,236.5,1517827
07-06-2023,237,241.6499939,236.5,240.3500061,240.3500061,1371838
08-06-2023,240.5,241.5,234.1000061,235.3500061,235.3500061,1337836
09-06-2023,235.9499969,248.6999969,234.3000031,245.3999939,245.3999939,3249616
12-06-2023,246.4499969,254.75,246,250.1000061,250.1000061,9923841
13-06-2023,250.5,250.9499969,246,247.6000061,247.6000061,2318792
14-06-2023,247.1000061,248.1999969,240.8000031,243.3000031,243.3000031,1793462
15-06-2023,243.6499939,245.75,240.1000061,241,241,1282565
16-06-2023,242.25,249.6000061,241,248.3000031,248.3000031,2244335
19-06-2023,248.3500061,250.75,242.6999969,248.6999969,248.6999969,2007047
20-06-2023,247.6999969,248.5,244.6000061,245.3500061,245.3500061,896135
21-06-2023,245.25,247.1000061,241.5500031,243.0500031,243.0500031,1112312
22-06-2023,244.1000061,246.5,236.6999969,239.75,239.75,1898477
23-06-2023,241,242,231,238.1499939,238.1499939,4156188
26-06-2023,237.9499969,241.3999939,235.4499969,240.4499969,240.4499969,1507201
27-06-2023,242,252,242,249.8500061,249.8500061,5969583
28-06-2023,249.8500061,249.8500061,249.8500061,249.8500061,249.8500061,0
30-06-2023,255,257.5,251.1999969,253.9499969,253.9499969,2082563
03-07-2023,255,256.7999878,250,251.25,251.25,1636096
04-07-2023,251.8500061,256.7000122,248.5,249.5,249.5,4149998
05-07-2023,250,253.4499969,248.1000061,251.1000061,251.1000061,1402817
06-07-2023,252,256.6499939,250.25,255,255,1565310
